[2026-08-25T14:32:42.867Z] GET http://localhost:8899/assets/CLAN_YUJO_LOGO_FULL_1__Vectorized_.svg → 200 (?ms, -191B)
[2026-08-25T14:32:42.867Z] GET http://localhost:8899/assets/mms_logo.svg → 200 (?ms, -192B)
[2026-08-25T14:32:42.867Z] GET http://localhost:8899/script.js → 200 (?ms, -193B)
[2026-08-25T14:32:56.758Z] GET http://localhost:8899/ → 200 (?ms, -188B)
[2026-08-25T14:32:56.762Z] GET http://localhost:8899/assets/fonts/bodoni-moda-latin.woff2 → 200 (?ms, -189B)
[2026-08-25T14:32:56.762Z] GET http://localhost:8899/assets/fonts/inter-latin.woff2 → 200 (?ms, -189B)
[2026-08-25T14:32:56.762Z] GET http://localhost:8899/styles.css → 304 (1ms, ?B)
[2026-08-25T14:32:56.762Z] GET http://localhost:8899/assets/CLAN_YUJO_LOGO_FULL_1__Vectorized_.svg → 200 (?ms, -191B)
[2026-08-25T14:32:56.762Z] GET http://localhost:8899/assets/mms_logo.svg → 200 (?ms, -192B)
[2026-08-25T14:32:56.762Z] GET http://localhost:8899/script.js → 200 (1ms, -193B)
[2026-08-25T14:32:57.892Z] GET http://localhost:8899/ → 200 (?ms, -188B)
[2026-08-25T14:32:57.895Z] GET http://localhost:8899/assets/fonts/bodoni-moda-latin.woff2 → 200 (?ms, -189B)
[2026-08-25T14:32:57.896Z] GET http://localhost:8899/assets/fonts/inter-latin.woff2 → 200 (?ms, -189B)
[2026-08-25T14:32:57.896Z] GET http://localhost:8899/styles.css → 200 (?ms, -187B)
[2026-08-25T14:32:57.896Z] GET http://localhost:8899/assets/CLAN_YUJO_LOGO_FULL_1__Vectorized_.svg → 200 (?ms, -191B)
[2026-08-25T14:32:57.896Z] GET http://localhost:8899/assets/mms_logo.svg → 200 (?ms, -192B)
[2026-08-25T14:32:57.896Z] GET http://localhost:8899/script.js → 200 (?ms, -193B)
